games,event,team,pos,medal,as,athlete_id,noc_x,discipline,nationality_x,roles,sex,full_name,used_name,born,died,noc_y,measurements,affiliations,nickpetnames,titles,other_names,nationality_y,original_name,name_order
1920 Summer Olympics,"Doubles, Men (Olympic)",Max Woosnam,1,Gold,Noel Turnbull,118,GBR,Tennis,,Competed in Olympic Games,Male,Oswald Graham Noel•Turnbull,Noel•Turnbull,"20 December 1890 in Highgate, England (GBR)","17 December 1970 in Whitby, England (GBR)",Great Britain,,,,,,,,
1900 Summer Olympics,"Singles, Men (Olympic)",,=5,,Archibald Warden,119,FRA,Tennis,,Competed in Olympic Games,Male,Archibald Adam•Warden,Archibald•Warden,"11 May 1869 in Edinburgh, Scotland (GBR)","7 October 1943 in Cannes, Alpes-Maritimes (FRA)",France,,"Island Tennis Club, Paris (FRA)",,,,Great Britain,,
1900 Summer Olympics,"Doubles, Mixed (Olympic)",Hedwig Rosenbaum,=3,Bronze,Archibald Warden,119,FRA,Tennis,,Competed in Olympic Games,Male,Archibald Adam•Warden,Archibald•Warden,"11 May 1869 in Edinburgh, Scotland (GBR)","7 October 1943 in Cannes, Alpes-Maritimes (FRA)",France,,"Island Tennis Club, Paris (FRA)",,,,Great Britain,,
1900 Summer Olympics,"Doubles, Men (Olympic)",Charles Sands,=5,,Archibald Warden,119,FRA,Tennis,,Competed in Olympic Games,Male,Archibald Adam•Warden,Archibald•Warden,"11 May 1869 in Edinburgh, Scotland (GBR)","7 October 1943 in Cannes, Alpes-Maritimes (FRA)",France,,"Island Tennis Club, Paris (FRA)",,,,Great Britain,,
1900 Summer Olympics,"Doubles, Handicap, Mixed (Olympic (non-medal))",Mme. Gillou,=9,,Archibald Warden,119,FRA,Tennis,,Competed in Olympic Games,Male,Archibald Adam•Warden,Archibald•Warden,"11 May 1869 in Edinburgh, Scotland (GBR)","7 October 1943 in Cannes, Alpes-Maritimes (FRA)",France,,"Island Tennis Club, Paris (FRA)",,,,Great Britain,,
1900 Summer Olympics,"Singles, Handicap, Men (Olympic (non-medal))",,=9,,Archibald Warden,119,FRA,Tennis,,Competed in Olympic Games,Male,Archibald Adam•Warden,Archibald•Warden,"11 May 1869 in Edinburgh, Scotland (GBR)","7 October 1943 in Cannes, Alpes-Maritimes (FRA)",France,,"Island Tennis Club, Paris (FRA)",,,,Great Britain,,
1900 Summer Olympics,"Doubles, Handicap, Men (Olympic (non-medal))",Pierre Verdé-Delisle,2,,Archibald Warden,119,FRA,Tennis,,Competed in Olympic Games,Male,Archibald Adam•Warden,Archibald•Warden,"11 May 1869 in Edinburgh, Scotland (GBR)","7 October 1943 in Cannes, Alpes-Maritimes (FRA)",France,,"Island Tennis Club, Paris (FRA)",,,,Great Britain,,
1924 Summer Olympics,"Singles, Men (Olympic)",,=33,,Patrick Wheatley,120,GBR,Tennis,,Competed in Olympic Games,Male,John David Patrick•Wheatley,Patrick•Wheatley,"20 January 1899 in Vryheid, KwaZulu-Natal (RSA)","5 November 1967 in Kensington, England (GBR)",Great Britain,,,,,,,,
1924 Summer Olympics,"Doubles, Men (Olympic)",Algernon Kingscote,=29,,Patrick Wheatley,120,GBR,Tennis,,Competed in Olympic Games,Male,John David Patrick•Wheatley,Patrick•Wheatley,"20 January 1899 in Vryheid, KwaZulu-Natal (RSA)","5 November 1967 in Kensington, England (GBR)",Great Britain,,,,,,,,
1992 Summer Olympics,"Singles, Men (Olympic)",,=33,,Chris Wilkinson,121,GBR,Tennis,,Competed in Olympic Games,Male,"Christopher ""Chris""•Wilkinson",Chris•Wilkinson,"5 January 1970 in Southampton, England (GBR)",,Great Britain,180 cm / 72 kg,,,,,,,
1992 Summer Olympics,"Doubles, Men (Olympic)",Andrew Castle,=17,,Chris Wilkinson,121,GBR,Tennis,,Competed in Olympic Games,Male,"Christopher ""Chris""•Wilkinson",Chris•Wilkinson,"5 January 1970 in Southampton, England (GBR)",,Great Britain,180 cm / 72 kg,,,,,,,
1920 Summer Olympics,"Singles, Men (Olympic)",,=17,,Max Woosnam,122,GBR,Tennis,,Competed in Olympic Games,Male,"Maxwell ""Max""•Woosnam",Max•Woosnam,"6 September 1892 in Liverpool, England (GBR)","14 July 1965 in Westminster, England (GBR)",Great Britain,,,,,,,,
1920 Summer Olympics,"Doubles, Mixed (Olympic)",Kitty McKane,2,Silver,Max Woosnam,122,GBR,Tennis,,Competed in Olympic Games,Male,"Maxwell ""Max""•Woosnam",Max•Woosnam,"6 September 1892 in Liverpool, England (GBR)","14 July 1965 in Westminster, England (GBR)",Great Britain,,,,,,,,
1920 Summer Olympics,"Doubles, Men (Olympic)",Noel Turnbull,1,Gold,Max Woosnam,122,GBR,Tennis,,Competed in Olympic Games,Male,"Maxwell ""Max""•Woosnam",Max•Woosnam,"6 September 1892 in Liverpool, England (GBR)","14 July 1965 in Westminster, England (GBR)",Great Britain,,,,,,,,
1924 Summer Olympics,"Singles, Men (Olympic)",,=17,,Max Woosnam,122,GBR,Tennis,,Competed in Olympic Games,Male,"Maxwell ""Max""•Woosnam",Max•Woosnam,"6 September 1892 in Liverpool, England (GBR)","14 July 1965 in Westminster, England (GBR)",Great Britain,,,,,,,,
1924 Summer Olympics,"Doubles, Men (Olympic)",Leslie Godfree,=29,,Max Woosnam,122,GBR,Tennis,,Competed in Olympic Games,Male,"Maxwell ""Max""•Woosnam",Max•Woosnam,"6 September 1892 in Liverpool, England (GBR)","14 July 1965 in Westminster, England (GBR)",Great Britain,,,,,,,,
1992 Summer Olympics,"Doubles, Men (Olympic)",Nick Ponting,=9,,Dave Wright,123,GBR,Badminton,,Competed in Olympic Games,Male,"David ""Dave""•Wright",Dave•Wright,"10 April 1965 in Killamarsh, England (GBR)",,Great Britain,175 cm / 77 kg,Abbeydale,,,,,,
1984 Summer Olympics,"Singles, Women (Olympic (non-medal))",,1,,Steffi Graf,124,FRG,Tennis,,Competed in Olympic Games • Competed in Olympic Games (non-medal events),Female,"Stefanie Maria ""Steffi""•Graf",Steffi•Graf,"14 June 1969 in Mannheim, Baden-Württemberg (GER)",,Germany West Germany,175 cm / 59 kg,"TC Brühl, Brühl (GER)",Fräulein Forehand,,,,,
1988 Summer Olympics,"Singles, Women (Olympic)",,1,Gold,Steffi Graf,124,FRG,Tennis,,Competed in Olympic Games • Competed in Olympic Games (non-medal events),Female,"Stefanie Maria ""Steffi""•Graf",Steffi•Graf,"14 June 1969 in Mannheim, Baden-Württemberg (GER)",,Germany West Germany,175 cm / 59 kg,"TC Brühl, Brühl (GER)",Fräulein Forehand,,,,,
1988 Summer Olympics,"Doubles, Women (Olympic)",Claudia Kohde-Kilsch,=3,Bronze,Steffi Graf,124,FRG,Tennis,,Competed in Olympic Games • Competed in Olympic Games (non-medal events),Female,"Stefanie Maria ""Steffi""•Graf",Steffi•Graf,"14 June 1969 in Mannheim, Baden-Württemberg (GER)",,Germany West Germany,175 cm / 59 kg,"TC Brühl, Brühl (GER)",Fräulein Forehand,,,,,
1992 Summer Olympics,"Singles, Women (Olympic)",,2,Silver,Steffi Graf,124,GER,Tennis,,Competed in Olympic Games • Competed in Olympic Games (non-medal events),Female,"Stefanie Maria ""Steffi""•Graf",Steffi•Graf,"14 June 1969 in Mannheim, Baden-Württemberg (GER)",,Germany West Germany,175 cm / 59 kg,"TC Brühl, Brühl (GER)",Fräulein Forehand,,,,,
1992 Summer Olympics,"Doubles, Women (Olympic)",Anke Huber,=9,,Steffi Graf,124,GER,Tennis,,Competed in Olympic Games • Competed in Olympic Games (non-medal events),Female,"Stefanie Maria ""Steffi""•Graf",Steffi•Graf,"14 June 1969 in Mannheim, Baden-Württemberg (GER)",,Germany West Germany,175 cm / 59 kg,"TC Brühl, Brühl (GER)",Fräulein Forehand,,,,,
1988 Summer Olympics,"Singles, Women (Olympic)",,=9,,Sylvia Hanika,125,FRG,Tennis,,Competed in Olympic Games,Female,Sylvia•Hanika (-Holder),Sylvia•Hanika,"30 November 1959 in Ottendichl, Bayern (GER)",,West Germany,173 cm / 64 kg,,,,,,,
1992 Summer Olympics,"Singles, Women (Olympic)",,=5,,Anke Huber,126,GER,Tennis,,Competed in Olympic Games,Female,Anke•Huber,Anke•Huber,"4 February 1974 in Bruchsal, Baden-Württemberg (GER)",,Germany,173 cm / 58 kg,"HTC, Heidelberg (GER)",,,,,,
1992 Summer Olympics,"Doubles, Women (Olympic)",Steffi Graf,=9,,Anke Huber,126,GER,Tennis,,Competed in Olympic Games,Female,Anke•Huber,Anke•Huber,"4 February 1974 in Bruchsal, Baden-Württemberg (GER)",,Germany,173 cm / 58 kg,"HTC, Heidelberg (GER)",,,,,,
1996 Summer Olympics,"Singles, Women (Olympic)",,=9,,Anke Huber,126,GER,Tennis,,Competed in Olympic Games,Female,Anke•Huber,Anke•Huber,"4 February 1974 in Bruchsal, Baden-Württemberg (GER)",,Germany,173 cm / 58 kg,"HTC, Heidelberg (GER)",,,,,,
1988 Summer Olympics,"Singles, Women (Olympic)",,=17,,Claudia Kohde-Kilsch,127,FRG,Tennis,,Competed in Olympic Games,Female,Claudia Gertrud•Kohde-Kilsch (-Lehmann),Claudia•Kohde-Kilsch,"11 December 1963 in Saarbrücken, Saarland (GER)",,West Germany,184 cm / 68 kg,"Rot-Weiß Berlin, Berlin (GER)",,,,,,
1988 Summer Olympics,"Doubles, Women (Olympic)",Steffi Graf,=3,Bronze,Claudia Kohde-Kilsch,127,FRG,Tennis,,Competed in Olympic Games,Female,Claudia Gertrud•Kohde-Kilsch (-Lehmann),Claudia•Kohde-Kilsch,"11 December 1963 in Saarbrücken, Saarland (GER)",,West Germany,184 cm / 68 kg,"Rot-Weiß Berlin, Berlin (GER)",,,,,,
1912 Summer Olympics,"Singles, Women (Olympic)",,2.0,Silver,Dora Köring,128,GER,Tennis,,Competed in Olympic Games,Female,"Dorothea ""Dora""•Köring",Dora•Köring,"11 July 1880 in Chemnitz, Sachsen (GER)","13 February 1945 in Dresden, Sachsen (GER)",Germany,,Akademischer SV Dresden,,,,,,
1912 Summer Olympics,"Doubles, Mixed (Olympic)",Heinrich Schomburgk,1.0,Gold,Dora Köring,128,GER,Tennis,,Competed in Olympic Games,Female,"Dorothea ""Dora""•Köring",Dora•Köring,"11 July 1880 in Chemnitz, Sachsen (GER)","13 February 1945 in Dresden, Sachsen (GER)",Germany,,Akademischer SV Dresden,,,,,,
1988 Summer Olympics,"Singles, Women (Olympic)",,=9,,Olga Nemes,129,FRG,Table Tennis,,Competed in Olympic Games,Female,Olga•Nemes,Olga•Nemes,"9 June 1968 in Târgu Mureș, Mureș (ROU)",,Germany West Germany,163 cm / 53 kg,"TSG Dülmen, Dülmen (GER)",,,,,,
1988 Summer Olympics,"Doubles, Women (Olympic)",Katja Nolten,=9,,Olga Nemes,129,FRG,Table Tennis,,Competed in Olympic Games,Female,Olga•Nemes,Olga•Nemes,"9 June 1968 in Târgu Mureș, Mureș (ROU)",,Germany West Germany,163 cm / 53 kg,"TSG Dülmen, Dülmen (GER)",,,,,,
1992 Summer Olympics,"Singles, Women (Olympic)",,=17,,Olga Nemes,129,GER,Table Tennis,,Competed in Olympic Games,Female,Olga•Nemes,Olga•Nemes,"9 June 1968 in Târgu Mureș, Mureș (ROU)",,Germany West Germany,163 cm / 53 kg,"TSG Dülmen, Dülmen (GER)",,,,,,
1996 Summer Olympics,"Singles, Women (Olympic)",,=17,,Olga Nemes,129,GER,Table Tennis,,Competed in Olympic Games,Female,Olga•Nemes,Olga•Nemes,"9 June 1968 in Târgu Mureș, Mureș (ROU)",,Germany West Germany,163 cm / 53 kg,"TSG Dülmen, Dülmen (GER)",,,,,,
1996 Summer Olympics,"Doubles, Women (Olympic)",Jie Schöpp,=9,,Olga Nemes,129,GER,Table Tennis,,Competed in Olympic Games,Female,Olga•Nemes,Olga•Nemes,"9 June 1968 in Târgu Mureș, Mureș (ROU)",,Germany West Germany,163 cm / 53 kg,"TSG Dülmen, Dülmen (GER)",,,,,,
1988 Summer Olympics,"Singles, Women (Olympic)",,=25,,Katja Nolten,130,FRG,Table Tennis,,Competed in Olympic Games,Female,Katja•Nolten,Katja•Nolten,"16 February 1970 in Heinsberg, Nordrhein-Westfalen (GER)",,West Germany,175 cm / 66 kg,"TuS Jahn Soest, Soest (GER)",,,,,,
1988 Summer Olympics,"Doubles, Women (Olympic)",Olga Nemes,=9,,Katja Nolten,130,FRG,Table Tennis,,Competed in Olympic Games,Female,Katja•Nolten,Katja•Nolten,"16 February 1970 in Heinsberg, Nordrhein-Westfalen (GER)",,West Germany,175 cm / 66 kg,"TuS Jahn Soest, Soest (GER)",,,,,,
1992 Summer Olympics,"Singles, Women (Olympic)",,=9,,Barbara Rittner,131,GER,Tennis,,Competed in Olympic Games,Female,Barbara•Rittner (-Diehl-),Barbara•Rittner,"25 April 1973 in Krefeld, Nordrhein-Westfalen (GER)",,Germany,173 cm / 65 kg,"RTHC Bayer Leverkusen, Leverkusen (GER)",,,,,,
1992 Summer Olympics,"Singles, Women (Olympic)",,=33,,Elke Schall,132,GER,Table Tennis,,Competed in Olympic Games,Female,Elke•Schall-Wosik (-Süß),Elke•Schall-Wosik,"19 July 1973 in Speyer, Rheinland-Pfalz (GER)",,Germany,180 cm / 68 kg,TSG Dülmen / Bayer Uerdingen / SV Winterwerb / TV Busenbach,,,,,,
1992 Summer Olympics,"Doubles, Women (Olympic)",Nicole Struse,=9,,Elke Schall,132,GER,Table Tennis,,Competed in Olympic Games,Female,Elke•Schall-Wosik (-Süß),Elke•Schall-Wosik,"19 July 1973 in Speyer, Rheinland-Pfalz (GER)",,Germany,180 cm / 68 kg,TSG Dülmen / Bayer Uerdingen / SV Winterwerb / TV Busenbach,,,,,,
1996 Summer Olympics,"Doubles, Women (Olympic)",Nicole Struse,=9,,Elke Schall,132,GER,Table Tennis,,Competed in Olympic Games,Female,Elke•Schall-Wosik (-Süß),Elke•Schall-Wosik,"19 July 1973 in Speyer, Rheinland-Pfalz (GER)",,Germany,180 cm / 68 kg,TSG Dülmen / Bayer Uerdingen / SV Winterwerb / TV Busenbach,,,,,,
2000 Summer Olympics,"Doubles, Women (Olympic)",Nicole Struse,=9,,Elke Schall,132,GER,Table Tennis,,Competed in Olympic Games,Female,Elke•Schall-Wosik (-Süß),Elke•Schall-Wosik,"19 July 1973 in Speyer, Rheinland-Pfalz (GER)",,Germany,180 cm / 68 kg,TSG Dülmen / Bayer Uerdingen / SV Winterwerb / TV Busenbach,,,,,,
2004 Summer Olympics,"Singles, Women (Olympic)",,=17,,Elke Wosik,132,GER,Table Tennis,,Competed in Olympic Games,Female,Elke•Schall-Wosik (-Süß),Elke•Schall-Wosik,"19 July 1973 in Speyer, Rheinland-Pfalz (GER)",,Germany,180 cm / 68 kg,TSG Dülmen / Bayer Uerdingen / SV Winterwerb / TV Busenbach,,,,,,
2004 Summer Olympics,"Doubles, Women (Olympic)",Nicole Struse,=17,,Elke Wosik,132,GER,Table Tennis,,Competed in Olympic Games,Female,Elke•Schall-Wosik (-Süß),Elke•Schall-Wosik,"19 July 1973 in Speyer, Rheinland-Pfalz (GER)",,Germany,180 cm / 68 kg,TSG Dülmen / Bayer Uerdingen / SV Winterwerb / TV Busenbach,,,,,,
2008 Summer Olympics,"Singles, Women (Olympic)",,=33,,Elke Schall,132,GER,Table Tennis,,Competed in Olympic Games,Female,Elke•Schall-Wosik (-Süß),Elke•Schall-Wosik,"19 July 1973 in Speyer, Rheinland-Pfalz (GER)",,Germany,180 cm / 68 kg,TSG Dülmen / Bayer Uerdingen / SV Winterwerb / TV Busenbach,,,,,,
2008 Summer Olympics,"Team, Women (Olympic)",Germany,=9,,Elke Schall,132,GER,Table Tennis,,Competed in Olympic Games,Female,Elke•Schall-Wosik (-Süß),Elke•Schall-Wosik,"19 July 1973 in Speyer, Rheinland-Pfalz (GER)",,Germany,180 cm / 68 kg,TSG Dülmen / Bayer Uerdingen / SV Winterwerb / TV Busenbach,,,,,,
1992 Summer Olympics,"Singles, Women (Olympic)",,=17,,Katrin Schmidt,133,GER,Badminton,,Competed in Olympic Games,Female,Katrin•Schmidt,Katrin•Schmidt,"28 September 1967 in Langenhagen, Niedersachsen (GER)",,Germany,180 cm / 80 kg,"TuS Wiebelskirchen, Neunkirchen (GER)",,,,,,
1992 Summer Olympics,"Doubles, Women (Olympic)",Kerstin Ubben,=9,,Katrin Schmidt,133,GER,Badminton,,Competed in Olympic Games,Female,Katrin•Schmidt,Katrin•Schmidt,"28 September 1967 in Langenhagen, Niedersachsen (GER)",,Germany,180 cm / 80 kg,"TuS Wiebelskirchen, Neunkirchen (GER)",,,,,,
1996 Summer Olympics,"Doubles, Women (Olympic)",Kerstin Ubben,=9,,Katrin Schmidt,133,GER,Badminton,,Competed in Olympic Games,Female,Katrin•Schmidt,Katrin•Schmidt,"28 September 1967 in Langenhagen, Niedersachsen (GER)",,Germany,180 cm / 80 kg,"TuS Wiebelskirchen, Neunkirchen (GER)",,,,,,
1996 Summer Olympics,"Singles, Women (Olympic)",,=17,,Jie Schöpp,134,GER,Table Tennis,,Competed in Olympic Games,Female,Jie•Schöpp (Shi-),Jie•Schöpp,"25 January 1968 in Baoding, Hebei (CHN)",,Germany,174 cm / 63 kg,"Budapest, HUN",,,施婕,,,
1996 Summer Olympics,"Doubles, Women (Olympic)",Olga Nemes,=9,,Jie Schöpp,134,GER,Table Tennis,,Competed in Olympic Games,Female,Jie•Schöpp (Shi-),Jie•Schöpp,"25 January 1968 in Baoding, Hebei (CHN)",,Germany,174 cm / 63 kg,"Budapest, HUN",,,施婕,,,
2000 Summer Olympics,"Singles, Women (Olympic)",,=17,,Jie Schöpp,134,GER,Table Tennis,,Competed in Olympic Games,Female,Jie•Schöpp (Shi-),Jie•Schöpp,"25 January 1968 in Baoding, Hebei (CHN)",,Germany,174 cm / 63 kg,"Budapest, HUN",,,施婕,,,
2000 Summer Olympics,"Doubles, Women (Olympic)",Qianhong Gotsch,=9,,Jie Schöpp,134,GER,Table Tennis,,Competed in Olympic Games,Female,Jie•Schöpp (Shi-),Jie•Schöpp,"25 January 1968 in Baoding, Hebei (CHN)",,Germany,174 cm / 63 kg,"Budapest, HUN",,,施婕,,,
2004 Summer Olympics,"Singles, Women (Olympic)",,=17,,Jie Schöpp,134,GER,Table Tennis,,Competed in Olympic Games,Female,Jie•Schöpp (Shi-),Jie•Schöpp,"25 January 1968 in Baoding, Hebei (CHN)",,Germany,174 cm / 63 kg,"Budapest, HUN",,,施婕,,,
1996 Summer Olympics,"Doubles, Mixed (Olympic)",Michael Keck,=17,,Karen Stechmann,135,GER,Badminton,,Competed in Olympic Games,Female,Karen•Stechmann (-Neumann),Karen•Stechmann,"15 September 1971 in Stade, Niedersachsen (GER)",,Germany,169 cm / 59 kg,"FC Langenfeld, Langenfeld (GER)",,,,,,
2000 Summer Olympics,"Doubles, Mixed (Olympic)",Björn Siegemund,=17,,Karen Stechmann,135,GER,Badminton,,Competed in Olympic Games,Female,Karen•Stechmann (-Neumann),Karen•Stechmann,"15 September 1971 in Stade, Niedersachsen (GER)",,Germany,169 cm / 59 kg,"FC Langenfeld, Langenfeld (GER)",,,,,,
2000 Summer Olympics,"Doubles, Women (Olympic)",Nicole Grether,=9,,Karen Stechmann,135,GER,Badminton,,Competed in Olympic Games,Female,Karen•Stechmann (-Neumann),Karen•Stechmann,"15 September 1971 in Stade, Niedersachsen (GER)",,Germany,169 cm / 59 kg,"FC Langenfeld, Langenfeld (GER)",,,,,,
1992 Summer Olympics,"Doubles, Women (Olympic)",Elke Schall,=9,,Nicole Struse,136,GER,Table Tennis,,Competed in Olympic Games,Female,Nicole Sandra•Struse,Nicole•Struse,"31 May 1971 in Haan, Nordrhein-Westfalen (GER)",,Germany,170 cm / 62 kg,"Spvg Steinhagen, Steinhagen (GER) / TSG Dülmen, Dülmen (GER) / FSV Kroppach, Kroppach (GER)",,,,,,
1996 Summer Olympics,"Singles, Women (Olympic)",,=5,,Nicole Struse,136,GER,Table Tennis,,Competed in Olympic Games,Female,Nicole Sandra•Struse,Nicole•Struse,"31 May 1971 in Haan, Nordrhein-Westfalen (GER)",,Germany,170 cm / 62 kg,"Spvg Steinhagen, Steinhagen (GER) / TSG Dülmen, Dülmen (GER) / FSV Kroppach, Kroppach (GER)",,,,,,
1996 Summer Olympics,"Doubles, Women (Olympic)",Elke Schall,=9,,Nicole Struse,136,GER,Table Tennis,,Competed in Olympic Games,Female,Nicole Sandra•Struse,Nicole•Struse,"31 May 1971 in Haan, Nordrhein-Westfalen (GER)",,Germany,170 cm / 62 kg,"Spvg Steinhagen, Steinhagen (GER) / TSG Dülmen, Dülmen (GER) / FSV Kroppach, Kroppach (GER)",,,,,,
2000 Summer Olympics,"Doubles, Women (Olympic)",Elke Schall,=9,,Nicole Struse,136,GER,Table Tennis,,Competed in Olympic Games,Female,Nicole Sandra•Struse,Nicole•Struse,"31 May 1971 in Haan, Nordrhein-Westfalen (GER)",,Germany,170 cm / 62 kg,"Spvg Steinhagen, Steinhagen (GER) / TSG Dülmen, Dülmen (GER) / FSV Kroppach, Kroppach (GER)",,,,,,
2004 Summer Olympics,"Singles, Women (Olympic)",,=33,,Nicole Struse,136,GER,Table Tennis,,Competed in Olympic Games,Female,Nicole Sandra•Struse,Nicole•Struse,"31 May 1971 in Haan, Nordrhein-Westfalen (GER)",,Germany,170 cm / 62 kg,"Spvg Steinhagen, Steinhagen (GER) / TSG Dülmen, Dülmen (GER) / FSV Kroppach, Kroppach (GER)",,,,,,
2004 Summer Olympics,"Doubles, Women (Olympic)",Elke Wosik,=17,,Nicole Struse,136,GER,Table Tennis,,Competed in Olympic Games,Female,Nicole Sandra•Struse,Nicole•Struse,"31 May 1971 in Haan, Nordrhein-Westfalen (GER)",,Germany,170 cm / 62 kg,"Spvg Steinhagen, Steinhagen (GER) / TSG Dülmen, Dülmen (GER) / FSV Kroppach, Kroppach (GER)",,,,,,
1992 Summer Olympics,"Singles, Women (Olympic)",,=33,,Kerstin Ubben,137,GER,Badminton,,Competed in Olympic Games,Female,Kerstin•Ubben,Kerstin•Ubben,"4 September 1968 in Hamburg, Hamburg (GER)",,Germany,165 cm / 59 kg,"FC Langenfeld, Langenfeld (GER)",,,,,,
1992 Summer Olympics,"Doubles, Women (Olympic)",Katrin Schmidt,=9,,Kerstin Ubben,137,GER,Badminton,,Competed in Olympic Games,Female,Kerstin•Ubben,Kerstin•Ubben,"4 September 1968 in Hamburg, Hamburg (GER)",,Germany,165 cm / 59 kg,"FC Langenfeld, Langenfeld (GER)",,,,,,
1996 Summer Olympics,"Doubles, Women (Olympic)",Katrin Schmidt,=9,,Kerstin Ubben,137,GER,Badminton,,Competed in Olympic Games,Female,Kerstin•Ubben,Kerstin•Ubben,"4 September 1968 in Hamburg, Hamburg (GER)",,Germany,165 cm / 59 kg,"FC Langenfeld, Langenfeld (GER)",,,,,,
1992 Summer Olympics,"Singles, Men (Olympic)",,=9,,Boris Becker,138,GER,Tennis,,Competed in Olympic Games,Male,Boris Franz•Becker,Boris•Becker,"22 November 1967 in Leimen, Baden-Württemberg (GER)",,Germany,192 cm / 85 kg,"TK Grün-Weiß Mannheim, Mannheim (GER)",Boom Boom / Baron Von Slam,,,,,
